publish_date,positive,negative,neutral,compound,country,language
2019-03-23,0,0,1,0,Zimbabwe,ENG
2019-03-23,0.25,0.185,0.565,0.2023,Zimbabwe,ENG
2019-03-23,0,0,1,0,Zimbabwe,ENG
2019-03-23,0.096,0.369,0.536,-0.8256,Zimbabwe,ENG
2019-03-23,0.155,0.218,0.628,-0.128,Zimbabwe,ENG
2019-03-23,0,0,1,0,Zimbabwe,ENG
2019-03-24,0,0,1,0,Zimbabwe,ENG
2019-03-24,0,0,1,0,Zimbabwe,ENG
2019-03-23,0,0,1,0,Zimbabwe,ENG
2019-03-23,0,0,1,0,Zimbabwe,ENG
2019-03-23,0.191,0,0.809,0.3182,Zimbabwe,ENG
2019-03-23,0,0.588,0.412,-0.6908,Zimbabwe,ENG
2019-03-23,0,0,1,0,Zimbabwe,ENG
2019-03-23,0,0.247,0.753,-0.3182,Zimbabwe,ENG
2019-03-23,0,0.387,0.613,-0.743,Zimbabwe,ENG
2019-03-23,0.493,0,0.507,0.8668,Zimbabwe,ENG
2019-03-23,0,0.279,0.721,-0.4767,Zimbabwe,ENG
2019-03-23,0,0,1,0,Zimbabwe,ENG
2019-03-23,0,0,1,0,Zimbabwe,ENG
2019-03-23,0,0,1,0,Zimbabwe,ENG
2019-03-23,0.203,0,0.797,0.4215,Zimbabwe,ENG
2019-03-24,0,0.223,0.777,-0.3182,Zimbabwe,ENG
2019-03-24,0,0.328,0.672,-0.5994,Zimbabwe,ENG
2019-03-24,0,0.328,0.672,-0.5994,Zimbabwe,ENG
2019-03-24,0,0.223,0.777,-0.3182,Zimbabwe,ENG
2019-03-24,0,0.216,0.784,-0.296,Zimbabwe,ENG
2019-03-24,0,0.216,0.784,-0.296,Zimbabwe,ENG
2019-03-24,0.37,0,0.63,0.5719,Zimbabwe,ENG
2019-03-24,0,0.137,0.863,-0.1511,Zimbabwe,ENG
2019-03-24,0,0.248,0.752,-0.3182,Zimbabwe,ENG
2019-03-24,0.231,0.172,0.597,0.2023,Zimbabwe,ENG
2019-03-24,0,0.371,0.629,-0.7579,Zimbabwe,ENG
2019-03-24,0,0.216,0.784,-0.296,Zimbabwe,ENG
2019-03-24,0,0.348,0.652,-0.4939,Zimbabwe,ENG
2019-03-24,0,0,1,0,Zimbabwe,ENG
2019-03-23,0,0.216,0.784,-0.296,Zimbabwe,ENG
2019-03-24,0.197,0,0.803,0.4019,Zimbabwe,ENG
2019-03-24,0,0,1,0,Zimbabwe,ENG
2019-03-24,0,0.39,0.61,-0.4939,Zimbabwe,ENG
2019-03-20,0.4,0,0.6,0.25,Zimbabwe,ENG
2019-03-20,0,0,1,0,Zimbabwe,ENG
2019-03-20,0,0,1,0,Zimbabwe,ENG
2019-03-20,0,0,1,0,Zimbabwe,ENG
2019-03-24,0,0,1,0,Zimbabwe,ENG
2019-03-24,0,0.202,0.798,-0.5106,Zimbabwe,ENG
2019-03-24,0,0,1,0,Zimbabwe,ENG
2019-03-24,0.197,0,0.803,0.4019,Zimbabwe,ENG
2019-03-24,0,0,1,0,Zimbabwe,ENG
2019-03-24,0,0,1,0,Zimbabwe,ENG
2019-03-24,0,0,1,0,Zimbabwe,ENG
2019-03-20,0,0.255,0.745,-0.34,Zimbabwe,ENG
2019-03-24,0,0,1,0,Zimbabwe,ENG
2019-03-20,0,0.444,0.556,-0.7506,Zimbabwe,ENG
2019-03-20,0,0.203,0.797,-0.4215,Zimbabwe,ENG
2019-03-24,0,0,1,0,Zimbabwe,ENG
2019-03-24,0.248,0,0.752,0.5106,Zimbabwe,ENG
2019-03-22,0.604,0,0.396,0.7269,Zimbabwe,ENG
2019-03-22,0,0,1,0,Zimbabwe,ENG
2019-03-22,0,0.326,0.674,-0.4404,Zimbabwe,ENG
2019-03-22,0,0.412,0.588,-0.4215,Zimbabwe,ENG
2019-03-22,0,0.328,0.672,-0.5994,Zimbabwe,ENG
2019-03-22,0,0.416,0.584,-0.7506,Zimbabwe,ENG
2019-03-22,0,0.178,0.822,-0.0772,Zimbabwe,ENG
2019-03-25,0,0.384,0.616,-0.6115,Zimbabwe,ENG
2019-03-25,0,0,1,0,Zimbabwe,ENG
2019-03-25,0,0.302,0.698,-0.3818,Zimbabwe,ENG
2019-03-25,0,0,1,0,Zimbabwe,ENG
2019-03-25,0.25,0.185,0.565,0.2023,Zimbabwe,ENG
2019-03-25,0,0.151,0.849,-0.1531,Zimbabwe,ENG
2019-03-20,0.554,0,0.446,0.7351,Zimbabwe,ENG
2019-03-20,0,0,1,0,Zimbabwe,ENG
2019-03-25,0.146,0.457,0.397,-0.6908,Zimbabwe,ENG
2019-03-25,0,0,1,0,Zimbabwe,ENG
2019-03-25,0.146,0.457,0.397,-0.6908,Zimbabwe,ENG
2019-03-25,0,0.172,0.828,-0.4404,Zimbabwe,ENG
2019-03-25,0.157,0,0.843,0.0772,Zimbabwe,ENG
2019-03-20,0,0.337,0.663,-0.6808,Zimbabwe,ENG
2019-03-20,0,0,1,0,Zimbabwe,ENG
2019-03-20,0,0,1,0,Zimbabwe,ENG
2019-03-20,0.554,0,0.446,0.7351,Zimbabwe,ENG
2019-03-25,0,0,1,0,Zimbabwe,ENG
2019-03-25,0.114,0,0.886,0.1725,Zimbabwe,ENG
2019-03-25,0.107,0,0.893,0.2023,Zimbabwe,ENG
2019-03-26,0,0.339,0.661,-0.6249,Zimbabwe,ENG
2019-03-20,0.225,0.192,0.583,0.1027,Zimbabwe,ENG
2019-03-25,0.184,0,0.816,0.2023,Zimbabwe,ENG
2019-03-26,0,0,1,0,Zimbabwe,ENG
2019-03-20,0.316,0,0.684,0.5719,Zimbabwe,ENG
2019-03-20,0,0,1,0,Zimbabwe,ENG
2019-03-26,0,0,1,0,Zimbabwe,ENG
2019-03-26,0,0,1,0,Zimbabwe,ENG
2019-03-26,0,0.15,0.85,-0.3182,Zimbabwe,ENG
2019-03-26,0,0.161,0.839,-0.3182,Zimbabwe,ENG
2019-03-26,0.27,0.23,0.5,0.1027,Zimbabwe,ENG
2019-03-26,0,0.576,0.424,-0.7783,Zimbabwe,ENG
2019-03-26,0,0.576,0.424,-0.7783,Zimbabwe,ENG
2019-03-26,0,0,1,0,Zimbabwe,ENG
2019-03-26,0,0.187,0.813,-0.3182,Zimbabwe,ENG
2019-03-26,0,0.223,0.777,-0.3182,Zimbabwe,ENG
2019-03-26,0,0,1,0,Zimbabwe,ENG
2019-03-23,0,0.255,0.745,-0.34,Zimbabwe,ENG
2019-03-26,0.155,0.099,0.745,0.2263,Zimbabwe,ENG
2019-03-20,0,0.265,0.735,-0.2023,Zimbabwe,ENG
2019-03-20,0.307,0,0.693,0.4767,Zimbabwe,ENG
2019-03-26,0,0.203,0.797,-0.4215,Zimbabwe,ENG
2019-03-26,0,0.306,0.694,-0.6597,Zimbabwe,ENG
2019-03-26,0,0.236,0.764,-0.4753,Zimbabwe,ENG
2019-03-20,0,0,1,0,Zimbabwe,ENG
2019-03-26,0,0.223,0.777,-0.3182,Zimbabwe,ENG
2019-03-26,0.155,0.099,0.745,0.2263,Zimbabwe,ENG
2019-03-27,0.217,0.257,0.526,-0.1531,Zimbabwe,ENG
2019-03-27,0,0.223,0.777,-0.3182,Zimbabwe,ENG
2019-03-27,0.231,0,0.769,0.5106,Zimbabwe,ENG
2019-03-27,0,0,1,0,Zimbabwe,ENG
2019-03-27,0.217,0.257,0.526,-0.1531,Zimbabwe,ENG
2019-03-27,0,0.39,0.61,-0.4939,Zimbabwe,ENG
2019-03-22,0,0,1,0,Zimbabwe,ENG
2019-03-27,0.152,0.159,0.69,-0.0258,Zimbabwe,ENG
2019-03-22,0,0.423,0.577,-0.6597,Zimbabwe,ENG
2019-03-22,0,0.272,0.728,-0.6249,Zimbabwe,ENG
2019-03-22,0.13,0,0.87,0.128,Zimbabwe,ENG
2019-03-20,0,0.444,0.556,-0.6808,Zimbabwe,ENG
2019-03-27,0,0,1,0,Zimbabwe,ENG
2019-03-27,0,0,1,0,Zimbabwe,ENG
2019-03-27,0,0.318,0.682,-0.6369,Zimbabwe,ENG
2019-03-27,0,0.455,0.545,-0.8176,Zimbabwe,ENG
2019-03-27,0.434,0,0.566,0.5574,Zimbabwe,ENG
2019-03-22,0,0,1,0,Zimbabwe,ENG
2019-03-27,0,0,1,0,Zimbabwe,ENG
2019-03-22,0,0.533,0.467,-0.6908,Zimbabwe,ENG
2019-03-22,0,0,1,0,Zimbabwe,ENG
2019-03-22,0,0.286,0.714,-0.4939,Zimbabwe,ENG
2019-03-27,0.217,0.257,0.526,-0.1531,Zimbabwe,ENG
2019-03-27,0,0,1,0,Zimbabwe,ENG
2019-03-26,0,0,1,0,Zimbabwe,ENG
2019-03-26,0,0,1,0,Zimbabwe,ENG
2019-03-26,0,0,1,0,Zimbabwe,ENG
2019-03-26,0,0.302,0.698,-0.3818,Zimbabwe,ENG
2019-03-28,0.256,0,0.744,0.4767,Zimbabwe,ENG
2019-03-28,0.237,0,0.763,0.4767,Zimbabwe,ENG
2019-03-28,0,0.223,0.777,-0.3182,Zimbabwe,ENG
2019-03-28,0.238,0.146,0.615,0.296,Zimbabwe,ENG
2019-03-26,0,0.401,0.599,-0.7717,Zimbabwe,ENG
2019-03-28,0,0,1,0,Zimbabwe,ENG
2019-03-28,0,0,1,0,Zimbabwe,ENG
2019-03-28,0,0.308,0.692,-0.5994,Zimbabwe,ENG
2019-03-28,0,0,1,0,Zimbabwe,ENG
2019-03-26,0,0,1,0,Zimbabwe,ENG
2019-03-28,0,0,1,0,Zimbabwe,ENG
2019-03-28,0,0,1,0,Zimbabwe,ENG
2019-03-28,0,0.242,0.758,-0.1531,Zimbabwe,ENG
2019-03-28,0.211,0,0.789,0.4939,Zimbabwe,ENG
2019-03-28,0,0.306,0.694,-0.6597,Zimbabwe,ENG
2019-03-28,0.22,0,0.78,0.4767,Zimbabwe,ENG
2019-03-28,0,0,1,0,Zimbabwe,ENG
2019-03-28,0,0.236,0.764,-0.5267,Zimbabwe,ENG
2019-03-26,0.262,0,0.738,0.4939,Zimbabwe,ENG
2019-03-29,0.127,0.264,0.609,-0.4019,Zimbabwe,ENG
2019-03-26,0,0,1,0,Zimbabwe,ENG
2019-03-29,0,0,1,0,Zimbabwe,ENG
2019-03-26,0,0.265,0.735,-0.2023,Zimbabwe,ENG
2019-03-26,0.307,0,0.693,0.4767,Zimbabwe,ENG
2019-03-26,0,0,1,0,Zimbabwe,ENG
2019-03-27,0,0,1,0,Zimbabwe,ENG
2019-03-27,0,0.348,0.652,-0.4939,Zimbabwe,ENG
2019-03-28,0,0.219,0.781,-0.4215,Zimbabwe,ENG
2019-03-29,0.22,0,0.78,0.4767,Zimbabwe,ENG
2019-03-25,0,0,1,0,Zimbabwe,ENG
2019-03-25,0,0,1,0,Zimbabwe,ENG
2019-03-25,0.316,0,0.684,0.5719,Zimbabwe,ENG
2019-03-25,0.225,0.192,0.583,0.1027,Zimbabwe,ENG
2019-03-25,0,0,1,0,Zimbabwe,ENG
2019-03-29,0,0,1,0,Zimbabwe,ENG
2019-03-29,0,0.223,0.777,-0.3182,Zimbabwe,ENG
2019-03-29,0,0,1,0,Zimbabwe,ENG
2019-03-29,0,0.187,0.813,-0.3182,Zimbabwe,ENG
2019-03-29,0,0.216,0.784,-0.5106,Zimbabwe,ENG
2019-03-29,0,0,1,0,Zimbabwe,ENG
2019-03-29,0.231,0.172,0.597,0.2023,Zimbabwe,ENG
2019-03-29,0,0.328,0.672,-0.5994,Zimbabwe,ENG
2019-03-29,0.252,0.207,0.541,0.128,Zimbabwe,ENG
2019-03-29,0.204,0.27,0.526,-0.25,Zimbabwe,ENG
2019-03-29,0,0.39,0.61,-0.4939,Zimbabwe,ENG
2019-03-29,0,0,1,0,Zimbabwe,ENG
2019-03-29,0.348,0.217,0.435,0.2263,Zimbabwe,ENG
2019-03-29,0,0,1,0,Zimbabwe,ENG
2019-03-26,0,0,1,0,Zimbabwe,ENG
2019-03-29,0.215,0.119,0.667,0.3182,Zimbabwe,ENG
2019-03-28,0,0.204,0.796,-0.3182,Zimbabwe,ENG
2019-03-30,0,0,1,0,Zimbabwe,ENG
2019-03-30,0,0,1,0,Zimbabwe,ENG
2019-03-30,0.348,0.217,0.435,0.2263,Zimbabwe,ENG
2019-03-30,0,0.315,0.685,-0.3182,Zimbabwe,ENG
2019-03-30,0,0,1,0,Zimbabwe,ENG
2019-03-28,0,0,1,0,Zimbabwe,ENG
2019-03-30,0,0,1,0,Zimbabwe,ENG
2019-03-30,0.22,0,0.78,0.4767,Zimbabwe,ENG
2019-03-28,0,0,1,0,Zimbabwe,ENG
2019-03-28,0,0,1,0,Zimbabwe,ENG
2019-03-31,0,0.286,0.714,-0.6124,Zimbabwe,ENG
2019-03-31,0,0,1,0,Zimbabwe,ENG
2019-03-30,0,0.286,0.714,-0.6124,Zimbabwe,ENG
2019-03-30,0,0,1,0,Zimbabwe,ENG
2019-03-31,0,0.16,0.84,-0.2732,Zimbabwe,ENG
2019-03-31,0,0,1,0,Zimbabwe,ENG
2019-03-31,0,0,1,0,Zimbabwe,ENG
2019-03-31,0.392,0,0.608,0.7003,Zimbabwe,ENG
2019-03-31,0,0.167,0.833,-0.1531,Zimbabwe,ENG
2019-03-31,0,0,1,0,Zimbabwe,ENG
2019-03-28,0,0,1,0,Zimbabwe,ENG
2019-03-31,0.392,0,0.608,0.7003,Zimbabwe,ENG
2019-03-31,0.119,0,0.881,0.2263,Zimbabwe,ENG
2019-04-02,0,0.223,0.777,-0.3182,Zimbabwe,ENG
2019-03-30,0.203,0.275,0.523,-0.0258,Zimbabwe,ENG
2019-04-02,0.444,0,0.556,0.6808,Zimbabwe,ENG
2019-04-02,0,0.277,0.723,-0.3182,Zimbabwe,ENG
2019-04-03,0,0.315,0.685,-0.3182,Zimbabwe,ENG
2019-04-03,0.174,0.246,0.58,-0.25,Zimbabwe,ENG
2019-04-03,0,0,1,0,Zimbabwe,ENG
2019-04-03,0,0.315,0.685,-0.3182,Zimbabwe,ENG
2019-03-30,0,0.281,0.719,-0.5994,Zimbabwe,ENG
2019-03-30,0,0,1,0,Zimbabwe,ENG
2019-04-03,0,0.187,0.813,-0.3182,Zimbabwe,ENG
2019-04-03,0.205,0,0.795,0.4767,Zimbabwe,ENG
2019-04-03,0,0,1,0,Zimbabwe,ENG
2019-04-03,0.174,0.246,0.58,-0.25,Zimbabwe,ENG
2019-04-03,0,0.223,0.777,-0.3182,Zimbabwe,ENG
2019-03-30,0,0,1,0,Zimbabwe,ENG
2019-04-03,0,0.493,0.507,-0.7783,Zimbabwe,ENG
2019-04-03,0.214,0.176,0.611,0.128,Zimbabwe,ENG
2019-04-03,0.174,0.246,0.58,-0.25,Zimbabwe,ENG
2019-04-03,0,0.505,0.495,-0.8481,Zimbabwe,ENG
2019-04-03,0,0.386,0.614,-0.6597,Zimbabwe,ENG
2019-04-03,0,0.126,0.874,-0.3182,Zimbabwe,ENG
2019-04-03,0,0,1,0,Zimbabwe,ENG
2019-04-04,0,0.161,0.839,-0.3182,Zimbabwe,ENG
2019-04-04,0.13,0.141,0.729,-0.0516,Zimbabwe,ENG
2019-03-30,0,0.204,0.796,-0.3182,Zimbabwe,ENG
2019-03-30,0.341,0,0.659,0.4767,Zimbabwe,ENG
2019-04-04,0,0,1,0,Zimbabwe,ENG
2019-04-04,0.323,0.138,0.539,0.4767,Zimbabwe,ENG
2019-04-04,0.204,0.162,0.634,0.1531,Zimbabwe,ENG
2019-03-30,0,0,1,0,Zimbabwe,ENG
2019-04-04,0.219,0,0.781,0.4215,Zimbabwe,ENG
2019-04-03,0,0,1,0,Zimbabwe,ENG
2019-04-04,0.262,0.183,0.556,0.25,Zimbabwe,ENG
2019-04-04,0.225,0,0.775,0.4404,Zimbabwe,ENG
2019-04-03,0,0.247,0.753,-0.3182,Zimbabwe,ENG
2019-04-04,0.179,0.223,0.598,-0.2023,Zimbabwe,ENG
2019-04-04,0.219,0,0.781,0.4215,Zimbabwe,ENG
2019-04-04,0.323,0.138,0.539,0.4767,Zimbabwe,ENG
2019-04-04,0,0.328,0.672,-0.5994,Zimbabwe,ENG
2019-04-04,0.142,0.148,0.71,-0.0258,Zimbabwe,ENG
2019-04-05,0,0,1,0,Zimbabwe,ENG
2019-04-05,0,0.189,0.811,-0.4215,Zimbabwe,ENG
2019-04-05,0.134,0.31,0.556,-0.5859,Zimbabwe,ENG
2019-04-05,0,0.186,0.814,-0.1531,Zimbabwe,ENG
2019-04-05,0.237,0,0.763,0.4767,Zimbabwe,ENG
2019-04-05,0,0.318,0.682,-0.6369,Zimbabwe,ENG
2019-04-05,0,0.462,0.538,-0.7184,Zimbabwe,ENG
2019-03-30,0,0.394,0.606,-0.5994,Zimbabwe,ENG
2019-04-05,0.212,0.147,0.641,0.25,Zimbabwe,ENG
2019-04-06,0,0.15,0.85,-0.3182,Zimbabwe,ENG
2019-04-03,0,0.163,0.837,-0.3252,Zimbabwe,ENG
2019-04-07,0,0.204,0.796,-0.3182,Zimbabwe,ENG
2019-04-07,0.279,0,0.721,0.7003,Zimbabwe,ENG
2019-04-07,0,0,1,0,Zimbabwe,ENG
2019-04-07,0.256,0,0.744,0.4767,Zimbabwe,ENG
2019-04-05,0,0,1,0,Zimbabwe,ENG
2019-04-05,0.171,0,0.829,0.4767,Zimbabwe,ENG
2019-04-07,0,0,1,0,Zimbabwe,ENG
2019-04-05,0.195,0,0.805,0.1779,Zimbabwe,ENG
2019-04-05,0,0,1,0,Zimbabwe,ENG
2019-04-08,0.426,0.239,0.335,0.5994,Zimbabwe,ENG
2019-04-05,0,0.286,0.714,-0.4939,Zimbabwe,ENG
2019-04-05,0.195,0,0.805,0.1779,Zimbabwe,ENG
2019-04-05,0.268,0,0.732,0.296,Zimbabwe,ENG
2019-04-08,0.204,0.148,0.648,0.1531,Zimbabwe,ENG
2019-04-06,0,0.163,0.837,-0.3252,Zimbabwe,ENG
2019-04-07,0,0,1,0,Zimbabwe,ENG
2019-04-09,0.318,0,0.682,0.4215,Zimbabwe,ENG
2019-04-09,0.318,0,0.682,0.4215,Zimbabwe,ENG
2019-04-09,0,0,1,0,Zimbabwe,ENG
2019-04-09,0,0,1,0,Zimbabwe,ENG
2019-04-05,0,0,1,0,Zimbabwe,ENG
2019-04-05,0.279,0,0.721,0.4767,Zimbabwe,ENG
2019-04-09,0.262,0.183,0.556,0.25,Zimbabwe,ENG
2019-03-27,0.342,0,0.658,0.3818,Zimbabwe,ENG
2019-04-09,0,0.247,0.753,-0.3182,Zimbabwe,ENG
2019-04-09,0,0,1,0,Zimbabwe,ENG
2019-04-09,0,0,1,0,Zimbabwe,ENG
2019-04-09,0.259,0,0.741,0.2732,Zimbabwe,ENG
2019-04-10,0,0,1,0,Zimbabwe,ENG
2019-04-10,0,0.173,0.827,-0.3182,Zimbabwe,ENG
2019-04-10,0.256,0,0.744,0.4767,Zimbabwe,ENG
2019-04-11,0.183,0.183,0.635,0,Zimbabwe,ENG
2019-04-10,0,0,1,0,Zimbabwe,ENG
2019-04-10,0,0,1,0,Zimbabwe,ENG
2019-04-11,0,0,1,0,Zimbabwe,ENG
2019-04-11,0,0,1,0,Zimbabwe,ENG
2019-04-13,0,0.324,0.676,-0.5859,Zimbabwe,ENG
2019-04-13,0.252,0,0.748,0.4019,Zimbabwe,ENG
2019-04-13,0,0.324,0.676,-0.5859,Zimbabwe,ENG
2019-04-13,0,0.324,0.676,-0.5859,Zimbabwe,ENG
2019-04-14,0,0.573,0.427,-0.8555,Zimbabwe,ENG
2019-04-15,0.219,0,0.781,0.4215,Zimbabwe,ENG
2019-04-19,0.278,0,0.722,0.4019,Zimbabwe,ENG
2019-03-25,0,0.211,0.789,-0.1531,Zimbabwe,ENG
2019-04-19,0.278,0,0.722,0.4019,Zimbabwe,ENG
2019-04-20,0.178,0,0.822,0.3818,Zimbabwe,ENG
2019-04-20,0.157,0.162,0.681,-0.0258,Zimbabwe,ENG
2019-04-16,0,0,1,0,Zimbabwe,ENG
2019-04-20,0,0,1,0,Zimbabwe,ENG
2019-04-16,0,0.394,0.606,-0.5994,Zimbabwe,ENG
2019-04-21,0,0.286,0.714,-0.34,Zimbabwe,ENG
2019-04-16,0,0.394,0.606,-0.5994,Zimbabwe,ENG
2019-04-16,0,0,1,0,Zimbabwe,ENG
2019-04-21,0.504,0,0.496,0.7269,Zimbabwe,ENG
2019-04-22,0,0.365,0.635,-0.3182,Zimbabwe,ENG
2019-04-20,0.351,0,0.649,0.4019,Zimbabwe,ENG
2019-04-20,0,0.315,0.685,-0.3182,Zimbabwe,ENG
2019-04-23,0,0.315,0.685,-0.3182,Zimbabwe,ENG
2019-04-24,0,0,1,0,Zimbabwe,ENG
2019-04-25,0,0,1,0,Zimbabwe,ENG
2019-04-25,0,0,1,0,Zimbabwe,ENG
2019-04-25,0,0,1,0,Zimbabwe,ENG
2019-04-25,0,0,1,0,Zimbabwe,ENG
2019-04-26,0,0,1,0,Zimbabwe,ENG
2019-04-26,0.483,0,0.517,0.6808,Zimbabwe,ENG
2019-04-28,0,0.634,0.366,-0.6369,Zimbabwe,ENG
2019-04-28,0,0,1,0,Zimbabwe,ENG
2019-05-01,0.209,0.25,0.541,-0.1531,Zimbabwe,ENG
2019-04-27,0,0,1,0,Zimbabwe,ENG
2019-05-01,0,0,1,0,Zimbabwe,ENG
2019-05-01,0,0,1,0,Zimbabwe,ENG
2019-05-01,0,0.247,0.753,-0.3182,Zimbabwe,ENG
2019-05-02,0,0.315,0.685,-0.3182,Zimbabwe,ENG
2019-05-02,0,0.562,0.438,-0.8271,Zimbabwe,ENG
2019-05-02,0,0.562,0.438,-0.8271,Zimbabwe,ENG
2019-05-02,0,0.315,0.685,-0.3182,Zimbabwe,ENG
2019-05-02,0,0.277,0.723,-0.3182,Zimbabwe,ENG
2019-05-01,0,0,1,0,Zimbabwe,ENG
2019-05-03,0.183,0.172,0.645,0.0258,Zimbabwe,ENG
2019-05-02,0.286,0,0.714,0.34,Zimbabwe,ENG
2019-05-03,0.178,0,0.822,0.3818,Zimbabwe,ENG
2019-05-03,0,0.262,0.738,-0.4939,Zimbabwe,ENG
2019-05-03,0.265,0.204,0.531,0.1779,Zimbabwe,ENG
2019-05-03,0,0,1,0,Zimbabwe,ENG
2019-05-03,0.089,0.185,0.726,-0.296,Zimbabwe,ENG
2019-05-03,0.189,0.182,0.629,0.0258,Zimbabwe,ENG
2019-05-03,0,0.173,0.827,-0.3182,Zimbabwe,ENG
2019-05-04,0,0,1,0,Zimbabwe,ENG
2019-05-04,0,0.317,0.683,-0.4039,Zimbabwe,ENG
2019-04-26,0,0,1,0,Zimbabwe,ENG
2019-05-05,0,0,1,0,Zimbabwe,ENG
2019-05-06,0,0.451,0.549,-0.6249,Zimbabwe,ENG
2019-05-06,0,0.286,0.714,-0.296,Zimbabwe,ENG
2019-05-06,0,0,1,0,Zimbabwe,ENG
2019-05-07,0,0.296,0.704,-0.2732,Zimbabwe,ENG
2019-05-09,0,0.262,0.738,-0.4939,Zimbabwe,ENG
2019-05-08,0,0,1,0,Zimbabwe,ENG
2019-05-10,0.245,0.33,0.426,-0.2023,Zimbabwe,ENG
2019-05-11,0,0.127,0.873,-0.1531,Zimbabwe,ENG
2019-05-12,0,0,1,0,Zimbabwe,ENG
2019-05-16,0,0.149,0.851,-0.1027,Zimbabwe,ENG
2019-05-16,0.211,0.195,0.594,0.0464,Zimbabwe,ENG
2019-05-16,0.328,0,0.672,0.5267,Zimbabwe,ENG
2019-05-17,0,0.247,0.753,-0.3182,Zimbabwe,ENG
2019-05-18,0,0,1,0,Zimbabwe,ENG
2019-05-19,0,0,1,0,Zimbabwe,ENG
2019-05-20,0,0,1,0,Zimbabwe,ENG
2019-05-20,0,0,1,0,Zimbabwe,ENG
2019-05-21,0,0,1,0,Zimbabwe,ENG
2019-05-15,0,0,1,0,Zimbabwe,ENG
2019-05-21,0,0,1,0,Zimbabwe,ENG
2019-05-22,0,0.315,0.685,-0.3182,Zimbabwe,ENG
2019-05-22,0,0.247,0.753,-0.3182,Zimbabwe,ENG
2019-05-22,0,0.316,0.684,-0.5719,Zimbabwe,ENG
2019-05-25,0,0.187,0.813,-0.3182,Zimbabwe,ENG
2019-05-25,0,0.187,0.813,-0.3182,Zimbabwe,ENG
2019-05-28,0,0.277,0.723,-0.3182,Zimbabwe,ENG
2019-05-28,0,0,1,0,Zimbabwe,ENG
2019-05-28,0,0,1,0,Zimbabwe,ENG
2019-05-28,0,0,1,0,Zimbabwe,ENG
2019-05-28,0.226,0.173,0.602,0.1779,Zimbabwe,ENG
2019-05-29,0.278,0,0.722,0.4019,Zimbabwe,ENG
2019-05-28,0,0.173,0.827,-0.3182,Zimbabwe,ENG
2019-05-29,0,0.091,0.909,-0.1531,Zimbabwe,ENG
2019-05-29,0,0.091,0.909,-0.1531,Zimbabwe,ENG
2019-05-30,0,0.13,0.87,-0.128,Zimbabwe,ENG
2019-05-30,0,0.204,0.796,-0.3182,Zimbabwe,ENG
2019-05-31,0,0.398,0.602,-0.6486,Zimbabwe,ENG
2019-05-31,0,0.187,0.813,-0.3182,Zimbabwe,ENG
2019-05-31,0,0,1,0,Zimbabwe,ENG
2019-06-01,0,0,1,0,Zimbabwe,ENG
2019-06-04,0,0.204,0.796,-0.3182,Zimbabwe,ENG
2019-06-08,0,0,1,0,Zimbabwe,ENG
2019-06-08,0,0,1,0,Zimbabwe,ENG
2019-06-09,0,0,1,0,Zimbabwe,ENG
2019-06-10,0.268,0,0.732,0.5106,Zimbabwe,ENG
2019-06-10,0,0,1,0,Zimbabwe,ENG
2019-06-10,0.643,0,0.357,0.6597,Zimbabwe,ENG
2019-06-12,0,0,1,0,Zimbabwe,ENG
2019-06-03,0,0,1,0,Zimbabwe,ENG
2019-06-13,0,0,1,0,Zimbabwe,ENG
2019-06-14,0.159,0.159,0.682,0,Zimbabwe,ENG
2019-06-14,0.159,0.159,0.682,0,Zimbabwe,ENG
2019-06-14,0,0.266,0.734,-0.4404,Zimbabwe,ENG
2019-06-15,0.182,0,0.818,0.25,Zimbabwe,ENG
2019-06-19,0.128,0.337,0.535,-0.5994,Zimbabwe,ENG
2019-06-25,0,0,1,0,Zimbabwe,ENG
2019-07-01,0,0.315,0.685,-0.3182,Zimbabwe,ENG
2019-07-01,0,0,1,0,Zimbabwe,ENG
2019-07-02,0.322,0.247,0.43,0.1761,Zimbabwe,ENG
2019-07-02,0.37,0,0.63,0.5719,Zimbabwe,ENG
2019-07-03,0,0,1,0,Zimbabwe,ENG
2019-07-03,0,0.315,0.685,-0.3182,Zimbabwe,ENG
2019-07-04,0.247,0,0.753,0.3182,Zimbabwe,ENG
2019-07-05,0,0,1,0,Zimbabwe,ENG
2019-07-06,0.243,0.296,0.461,0.0516,Zimbabwe,ENG
2019-07-06,0,0,1,0,Zimbabwe,ENG
2019-07-03,0,0.322,0.678,-0.2263,Zimbabwe,ENG
2019-07-06,0,0,1,0,Zimbabwe,ENG
2019-07-12,0,0.247,0.753,-0.3182,Zimbabwe,ENG
2019-07-16,0.306,0.139,0.556,0.4215,Zimbabwe,ENG
2019-07-13,0,0,1,0,Zimbabwe,ENG
2019-07-20,0,0.211,0.789,-0.1531,Zimbabwe,ENG
2019-07-25,0.31,0,0.69,0.2023,Zimbabwe,ENG
2019-07-26,0.29,0.197,0.513,0.2716,Zimbabwe,ENG
